?cls,?mondo_label,?definition,?gene,?gene_label,NOTES
<http://purl.obolibrary.org/obo/MONDO_0011439>,spinocerebellar ataxia type 12,Spinocerebellar ataxia type 12 (SCA12) is a very rare subtype of type I autosomal dominant cerebellar ataxia (ADCA type I). It is characterized by the presence of action tremor associated with relatively mild cerebellar ataxia. Associated pyramidal and extrapyramidal signs and dementia have been reported.,<http://identifiers.org/hgnc/9305>,PPP2R2B,
<http://purl.obolibrary.org/obo/MONDO_0009136>,"dyskeratosis congenita, autosomal recessive 1",A dyskeratosis congenita that has material basis in an autosomal recessive mutation of NOLA3 on chromosome 15q14.,,,Example from https://github.com/monarch-initiative/mondo/issues/1549 where the gene symbol in the definition is an alias _and_ the Mondo class does not have a gene property.
